word	sentence#	tag	pos	lemma
Svein	3972	B-Person	nkeo-s	Sveinn
Kjarval	3972	I-Person	nkeo-s	Kjarval
til	3972	O	ae	til
að	3972	O	cn	að
teikna	3972	O	sng	teikna
þetta	3972	O	faheo	þessi
allt	3972	O	foheo	allur
.	3972	O	.	.

Til	3973	O	ae	til
aðstoðar	3973	O	nvee	aðstoð
mér	3973	O	fp1eþ	ég
var	3973	O	sfg3eþ	vera
Stefán	3973	B-Person	nken-s	Stefán
Jónsson	3973	I-Person	nken-s	Jónsson
,	3973	O	,	,
sem	3973	O	ct	sem
þá	3973	O	aa	þá
var	3973	O	sfg3eþ	vera
mjög	3973	O	aa	mjög
þekktur	3973	O	lkensf	þekktur
og	3973	O	c	og
mikið	3973	O	aa	mikið
notaður	3973	O	sþgken	nota
teiknari	3973	O	nken	teiknari
og	3973	O	c	og
varð	3973	O	sfg3eþ	verða
seinna	3973	O	aam	seint
arkitekt	3973	O	nken	arkitekt
,	3973	O	,	,
ennþá	3973	O	aa	ennþá
í	3973	O	aþ	í
fremstu	3973	O	lveþve	fremri
röð	3973	O	nveþ	röð
að	3973	O	aþ	að
smekkvísi	3973	O	nveþ	smekkvísi
og	3973	O	c	og
vandvirkni	3973	O	nveþ	vandvirkni
.	3973	O	.	.

Við	3974	O	fp1fn	ég
lágum	3974	O	sfg1fþ	liggja
yfir	3974	O	aþ	yfir
þessu	3974	O	faheþ	þessi
lengi	3974	O	aa	lengi
,	3974	O	,	,
en	3974	O	c	en
um	3974	O	ao	um
uppsetninguna	3974	O	nveog	uppsetning
var	3974	O	sfg1eþ	vera
ég	3974	O	fp1en	ég
einráður	3974	O	lkensf	einráður
.	3974	O	.	.

Ég	3975	O	fp1en	ég
fór	3975	O	sfg1eþ	fara
í	3975	O	ao	í
kynnisför	3975	O	nveo	kynnisför
til	3975	O	ae	til
Norðurlanda	3975	B-Location	nhfe-s	Norðurlönd
1949	3975	B-Date	ta	1949
til	3975	O	ae	til
að	3975	O	cn	að
búa	3975	O	sng	búa
mig	3975	O	fp1eo	ég
undir	3975	O	ao	undir
uppsetninguna	3975	O	nveog	uppsetning
,	3975	O	,	,
auðvitað	3975	O	aa	auðvitað
með	3975	O	aþ	með
því	3975	O	fpheþ	það
að	3975	O	cn	að
skoða	3975	O	sng	skoða
sem	3975	O	aa	sem
flest	3975	O	lhfose	margur
söfn	3975	O	nhfo	safn
og	3975	O	c	og
tala	3975	O	sng	tala
við	3975	O	ao	við
safnmenn	3975	O	nkfo	safnmaður
,	3975	O	,	,
sem	3975	O	ct	sem
margir	3975	O	lkfnsf	margur
eru	3975	O	sfg3fn	vera
miklir	3975	O	lkfnsf	mikill
og	3975	O	c	og
góðir	3975	O	lkfnsf	góður
vinir	3975	O	nkfn	vinur
mínir	3975	O	fekfn	minn
,	3975	O	,	,
eins	3975	O	aa	eins
og	3975	O	c	og
nokkuð	3975	O	fohen	nokkur
má	3975	O	sfg3en	mega
sjá	3975	O	sng	sjá
á	3975	O	aþ	á
bók	3975	O	nveþ	bók
þeirri	3975	O	faveþ	sá
sem	3975	O	ct	sem
ég	3975	O	fp1en	ég
nefndi	3975	O	sfg1eþ	nefna
í	3975	O	aþ	í
upphafi	3975	O	nheþ	upphaf
[	3975	O	[	[
Minjar	3975	B-Miscellaneous	nvfn-s	Minjar
og	3975	I-Miscellaneous	c	og
menntir	3975	I-Miscellaneous	nvfn	mennt
]	3975	O	]	]
.	3975	O	.	.

Það	3976	O	fphen	það
var	3976	O	sfg3eþ	vera
ekki	3976	O	aa	ekki
kastað	3976	O	sþghen	kasta
höndum	3976	O	nvfþ	hönd
til	3976	O	ae	til
neins	3976	O	fohee	neinn
.	3976	O	.	.

En	3977	O	c	en
vitaskuld	3977	O	aa	vitaskuld
sannar	3977	O	sfg3en	sanna
það	3977	O	fphen	það
ekkert	3977	O	foheo	enginn
um	3977	O	aa	um
hvernig	3977	O	aa	hvernig
til	3977	O	aa	til
tókst	3977	O	sfm3eþ	taka
.	3977	O	.	.

En	3978	O	c	en
hvernig	3978	O	aa	hvernig
tókst	3978	O	sfm3eþ	taka
það	3978	O	fphen	það
þá	3978	O	aa	þá
?	3978	O	?	?

Sjálfur	3979	O	fbken	sjálfur
þekkirðu	3979	O	sfg2en	þekkja
þinn	3979	O	fekeo	þinn
dóm	3979	O	nkeo	dómur
.	3979	O	.	.

Ég	3980	O	fp1en	ég
aftur	3980	O	aa	aftur
á	3980	O	aa	á
móti	3980	O	aa	móti
þekki	3980	O	sfg1en	þekkja
annarra	3980	O	fokfe	annar
manna	3980	O	nkfe	maður
dóm	3980	O	nkeo	dómur
,	3980	O	,	,
og	3980	O	c	og
þeirra	3980	O	fpkfe	hann
ekkert	3980	O	fohen	enginn
fárra	3980	O	lkfesf	fár
,	3980	O	,	,
úr	3980	O	aþ	úr
öllum	3980	O	fovfþ	allur
stéttum	3980	O	nvfþ	stétt
,	3980	O	,	,
úr	3980	O	aþ	úr
mörgum	3980	O	lhfþsf	margur
löndum	3980	O	nhfþ	land
,	3980	O	,	,
og	3980	O	c	og
það	3980	O	fphen	það
er	3980	O	sfg3en	vera
dómur	3980	O	nken	dómur
sem	3980	O	ct	sem
er	3980	O	sfg3en	vera
ekkert	3980	O	fohen	enginn
líkur	3980	O	lkensf	líkur
þínum	3980	O	fekeþ	þinn
.	3980	O	.	.

[	3981	O	[	[
.	3981	O	.	.

.	3982	O	.	.

.	3983	O	.	.
]	3983	O	]	]
Hlutverk	3983	O	nhen	hlutverk
fornleifafræðinga	3983	O	nkfe	fornleifafræðingur
er	3983	O	sfg3en	vera
fyrst	3983	O	aae	fyrr
og	3983	O	c	og
fremst	3983	O	aae	fremur
að	3983	O	cn	að
rannsaka	3983	O	sng	rannsaka
fornminjar	3983	O	nvfo	fornminjar
og	3983	O	c	og
meðal	3983	O	ae	meðal
annars	3983	O	fohee	annar
grafa	3983	O	sng	grafa
þær	3983	O	fpvfo	hún
upp	3983	O	aa	upp
til	3983	O	ae	til
þess	3983	O	fphee	það
að	3983	O	cn	að
geta	3983	O	sng	geta
unnið	3983	O	ssg	vinna
menningarsögu	3983	O	nveo	menningarsaga
úr	3983	O	aþ	úr
þeim	3983	O	fakeþ	sá
efnivið	3983	O	nkeþ	efniviður
.	3983	O	.	.

Almenningi	3984	O	nkeþ	almenningur
til	3984	O	ae	til
fróðleiks	3984	O	nkee	fróðleikur
eru	3984	O	sfg3fn	vera
svo	3984	O	aa	svo
oft	3984	O	aa	oft
forngripir	3984	O	nkfn	forngripur
,	3984	O	,	,
sem	3984	O	ct	sem
þessir	3984	O	fakfn	þessi
menn	3984	O	nkfn	maður
grafa	3984	O	sfg3fn	grafa
upp	3984	O	aa	upp
,	3984	O	,	,
látnir	3984	O	sþgkfn	láta
vera	3984	O	sng	vera
til	3984	O	ae	til
sýnis	3984	O	nhee	sýni
á	3984	O	aþ	á
söfnum	3984	O	nhfþ	safn
,	3984	O	,	,
þó	3984	O	aa	þó
venjulega	3984	O	aa	venjulega
aðeins	3984	O	aa	aðeins
mjög	3984	O	aa	mjög
þröngt	3984	O	lhensf	þröngur
úrval	3984	O	nhen	úrval
.	3984	O	.	.

Og	3985	O	c	og
fornleifafræðingar	3985	O	nkfn	fornleifafræðingur
eru	3985	O	sfg3fn	vera
oft	3985	O	aa	oft
í	3985	O	aþ	í
nánum	3985	O	lhfþsf	náinn
tengslum	3985	O	nhfþ	tengsl
við	3985	O	ao	við
söfn	3985	O	nhfo	safn
eða	3985	O	c	eða
háskóla	3985	O	nkfo	háskóli
,	3985	O	,	,
en	3985	O	c	en
þurfa	3985	O	sfg3fn	þurfa
ekki	3985	O	aa	ekki
endilega	3985	O	aa	endilega
að	3985	O	cn	að
vera	3985	O	sng	vera
það	3985	O	fphen	það
.	3985	O	.	.

Þú	3986	O	fp2en	þú
virðist	3986	O	sfm2en	virða
reyndar	3986	O	aa	reyndar
(	3986	O	(	(
viti	3986	O	svg3fn	vita
menn	3986	O	nkfn	maður
)	3986	O	)	)
leggja	3986	O	sng	leggja
réttan	3986	O	lkeosf	réttur
skilning	3986	O	nkeo	skilningur
í	3986	O	ao	í
orðið	3986	O	nheog	orð
fornleifafræðingur	3986	O	nken	fornleifafræðingur
,	3986	O	,	,
en	3986	O	c	en
þegar	3986	O	c	þegar
um	3986	O	ao	um
Þjóðminjasafn	3986	B-Organization	nheo-s	Þjóðminjasafn
Íslands	3986	I-Organization	nhee-s	Ísland
er	3986	O	sfg3en	vera
að	3986	O	cn	að
ræða	3986	O	sng	ræða
,	3986	O	,	,
er	3986	O	sfg3en	vera
það	3986	O	fphen	það
ekki	3986	O	aa	ekki
fyrst	3986	O	aae	fyrr
og	3986	O	c	og
fremst	3986	O	aae	fremur
fornleifafræði	3986	O	nven	fornleifafræði
,	3986	O	,	,
sem	3986	O	ct	sem
á	3986	O	aa	á
þarf	3986	O	sfg3en	þurfa
að	3986	O	cn	að
halda	3986	O	sng	halda
í	3986	O	aþ	í
safnmennskunni	3986	O	nveþg	safnmennska
,	3986	O	,	,
þótt	3986	O	c	þótt
hún	3986	O	fpven	hún
komi	3986	O	svg3en	koma
þar	3986	O	aa	þar
við	3986	O	ao	við
sögu	3986	O	nveo	saga
,	3986	O	,	,
ekki	3986	O	aa	ekki
fyrst	3986	O	aae	fyrr
og	3986	O	c	og
fremst	3986	O	aae	fremur
,	3986	O	,	,
segi	3986	O	sfg1en	segja
ég	3986	O	fp1en	ég
,	3986	O	,	,
heldur	3986	O	c	heldur
menningarsögufræðingar	3986	O	nkfn	menningarsögufræðingur
almennt	3986	O	aa	almennt
.	3986	O	.	.

Og	3987	O	c	og
slíkir	3987	O	fbkfn	slíkur
menn	3987	O	nkfn	maður
eru	3987	O	sfg3fn	vera
og	3987	O	c	og
hafa	3987	O	sfg3fn	hafa
alltaf	3987	O	aa	alltaf
verið	3987	O	ssg	vera
á	3987	O	aþ	á
safninu	3987	O	nheþg	safn
.	3987	O	.	.

Ég	3988	O	fp1en	ég
er	3988	O	sfg1en	vera
sjálfur	3988	O	fbken	sjálfur
einn	3988	O	tfken	einn
þeirra	3988	O	fpkfe	hann
.	3988	O	.	.

Það	3989	O	fphen	það
getur	3989	O	sfg3en	geta
enginn	3989	O	foken	enginn
heilvita	3989	O	lkenof	heilvita
maður	3989	O	nken	maður
verið	3989	O	ssg	vera
á	3989	O	aþ	á
Þjóðminjasafninu	3989	B-Organization	nheþgs	Þjóðminjasafn
svo	3989	O	aa	svo
árum	3989	O	nhfþ	ár
skiptir	3989	O	sfg3en	skipta
án	3989	O	ae	án
þess	3989	O	fphee	það
að	3989	O	cn	að
verða	3989	O	sng	verða
almennur	3989	O	lkensf	almennur
menningarsögufræðingur	3989	O	nken	menningarsögufræðingur
,	3989	O	,	,
ef	3989	O	c	ef
hann	3989	O	fpken	hann
er	3989	O	sfg3en	vera
það	3989	O	fphen	það
þá	3989	O	aa	þá
ekki	3989	O	aa	ekki
fyrir	3989	O	aa	fyrir
,	3989	O	,	,
hvað	3989	O	fsheo	hver
sem	3989	O	ct	sem
hann	3989	O	fpken	hann
kann	3989	O	sfg3en	kunna
að	3989	O	cn	að
hafa	3989	O	sng	hafa
lært	3989	O	ssg	læra
á	3989	O	aþ	á
skólaárum	3989	O	nhfþ	skólaár
.	3989	O	.	.

Daginn	3990	O	nkeog	dagur
sem	3990	O	ct	sem
mér	3990	O	fp1eþ	ég
barst	3990	O	sfm3eþ	bera
bréf	3990	O	nhen	bréf
Kristjáns	3990	B-Person	nkee-s	Kristján
birti	3990	O	sfg3eþ	birta
Dagblaðið	3990	B-Organization	nhengs	Dagblað
heilsíðugrein	3990	O	nveo	heilsíðugrein
eftir	3990	O	ao	eftir
Þór	3990	B-Person	nkeo-s	Þór
Magnússon	3990	I-Person	nkeo-s	Magnússon
þjóðminjavörð	3990	O	nkeo	þjóðminjavörður
undir	3990	O	aþ	undir
heitinu	3990	O	nheþg	heiti
'	3990	O	'	'
Svarað	3990	B-Miscellaneous	ssg	svara
úr	3990	I-Miscellaneous	aþ	úr
líkhúsi	3990	I-Miscellaneous	nheþ	líkhús
'	3990	O	'	'
.	3990	O	.	.

Fékk	3991	O	sfg1eþ	fá
ég	3991	O	fp1en	ég
ekki	3991	O	aa	ekki
betur	3991	O	aam	vel
séð	3991	O	ssg	sjá
en	3991	O	c	en
Þór	3991	B-Person	nken-s	Þór
hefði	3991	O	svg3eþ	hafa
farið	3991	O	ssg	fara
í	3991	O	ao	í
smiðju	3991	O	nveo	smiðja
til	3991	O	ae	til
Kristjáns	3991	B-Person	nkee-s	Kristján
áður	3991	O	aa	áður
en	3991	O	c	en
hann	3991	O	fpken	hann
samdi	3991	O	sfg3eþ	semja
greinina	3991	O	nveog	grein
,	3991	O	,	,
en	3991	O	c	en
vera	3991	O	sng	vera
má	3991	O	sfg3en	mega
að	3991	O	c	að
þar	3991	O	aa	þar
hafi	3991	O	svg3en	hafa
tilviljun	3991	O	nven	tilviljun
ein	3991	O	tfven	einn
ráðið	3991	O	ssg	ráða
.	3991	O	.	.

Snemma	3992	O	aa	snemma
í	3992	O	aþ	í
greininni	3992	O	nveþg	grein
segir	3992	O	sfg3en	segja
Þór	3992	B-Person	nken-s	Þór
:	3992	O	:	:
«	3992	O	«	«
Það	3992	O	fphen	það
er	3992	O	sfg3en	vera
rétt	3992	O	lhensf	réttur
,	3992	O	,	,
að	3992	O	c	að
sá	3992	O	faken	sá
rakabúnaður	3992	O	nken	rakabúnaður
,	3992	O	,	,
sem	3992	O	ct	sem
smíðaður	3992	O	sþgken	smíða
var	3992	O	sfg3eþ	vera
í	3992	O	aþ	í
upphafi	3992	O	nheþ	upphaf
í	3992	O	ao	í
loftblásturskerfi	3992	O	nheo	loftblásturskerfi
hússins	3992	O	nheeg	hús
var	3992	O	sfg3eþ	vera
aldrei	3992	O	aa	aldrei
í	3992	O	aþ	í
lagi	3992	O	nheþ	lag
þrátt	3992	O	aa	þrátt
fyrir	3992	O	ao	fyrir
miklar	3992	O	lvfosf	mikill
tilraunir	3992	O	nvfo	tilraun
í	3992	O	aþ	í
öndverðu	3992	O	lheþsf	öndverður
til	3992	O	ae	til
að	3992	O	cn	að
fá	3992	O	sng	fá
hann	3992	O	fpkeo	hann
í	3992	O	ao	í
nothæft	3992	O	lheosf	nothæfur
stand	3992	O	nheo	stand
.	3992	O	.	.

Síðan	3993	O	aa	síðan
var	3993	O	sfg3eþ	vera
gefizt	3993	O	sþmhen	gefa
upp	3993	O	aa	upp
á	3993	O	aþ	á
að	3993	O	cn	að
nota	3993	O	sng	nota
hann	3993	O	fpkeo	hann
.	3993	O	.	.

Fyrir	3994	O	aþ	fyrir
nokkrum	3994	O	fohfþ	nokkur
árum	3994	O	nhfþ	ár
var	3994	O	sfg3eþ	vera
gerð	3994	O	sþgven	gera
ýtarleg	3994	O	lvensf	ýtarlegur
úttekt	3994	O	nven	úttekt
á	3994	O	aþ	á
húsinu	3994	O	nheþg	hús
og	3994	O	c	og
búnaði	3994	O	nkeþ	búnaður
þess	3994	O	fphee	það
og	3994	O	c	og
þá	3994	O	aa	þá
var	3994	O	sfg3eþ	vera
horfið	3994	O	sþghen	hverfa
að	3994	O	aþ	að
því	3994	O	fpheþ	það
að	3994	O	cn	að
hanna	3994	O	sng	hanna
ný	3994	O	lhfosf	nýr
tæki	3994	O	nhfo	tæki
,	3994	O	,	,
sem	3994	O	ct	sem
setja	3994	O	sng	setja
mætti	3994	O	svg3eþ	mega
í	3994	O	ao	í
stað	3994	O	nkeo	staður
hinna	3994	O	ghfe	hinn
gömlu	3994	O	lhfevf	gamall
,	3994	O	,	,
en	3994	O	c	en
þau	3994	O	fphfn	það
eru	3994	O	sfg3fn	vera
ekki	3994	O	aa	ekki
til	3994	O	aa	til
nema	3994	O	c	nema
á	3994	O	aþ	á
pappírnum	3994	O	nkeþg	pappír
enn	3994	O	aa	enn
sem	3994	O	c	sem
komið	3994	O	sþghen	koma
er	3994	O	sfg3en	vera
.	3994	O	.	.
»	3994	O	»	»

Síðan	3995	O	aa	síðan
útlistaði	3995	O	sfg3eþ	útlista
þjóðminjavörður	3995	O	nken	þjóðminjavörður
í	3995	O	aþ	í
löngu	3995	O	lheþsf	langur
máli	3995	O	nheþ	mál
mismunandi	3995	O	lhfoof	mismunandi
áhrif	3995	O	nhfo	áhrif
þurrs	3995	O	lheesf	þurr
lofts	3995	O	nhee	loft
og	3995	O	c	og
raka	3995	O	nkee	raki
á	3995	O	ao	á
gripi	3995	O	nkfo	gripur
úr	3995	O	aþ	úr
tré	3995	O	nheþ	tré
og	3995	O	c	og
málmum	3995	O	nkfþ	málmur
og	3995	O	c	og
hélt	3995	O	sfg3eþ	halda
því	3995	O	fpheþ	það
fram	3995	O	aa	fram
að	3995	O	c	að
ég	3995	O	fp1en	ég
hefði	3995	O	svg1eþ	hafa
heimtað	3995	O	ssg	heimta
,	3995	O	,	,
að	3995	O	c	að
allir	3995	O	fokfn	allur
gripir	3995	O	nkfn	gripur
safnsins	3995	O	nheeg	safn
ættu	3995	O	svg3fþ	eiga
að	3995	O	cn	að
vera	3995	O	sng	vera
til	3995	O	ae	til
sýnis	3995	O	nhee	sýni
almenningi	3995	O	nkeþ	almenningur
,	3995	O	,	,
sem	3995	O	ct	sem
var	3995	O	sfg3eþ	vera
rangsnúningur	3995	O	nken	rangsnúningur
á	3995	O	aþ	á
því	3995	O	faheþ	sá
sem	3995	O	ct	sem
ég	3995	O	fp1en	ég
hafði	3995	O	sfg1eþ	hafa
sagt	3995	O	ssg	segja
um	3995	O	ao	um
að	3995	O	cn	að
láta	3995	O	sng	láta
sýnda	3995	O	sþgkfo	sýna
gripi	3995	O	nkfo	gripur
njóta	3995	O	sng	njóta
sín	3995	O	fpkfe	sig
.	3995	O	.	.

Að	3996	O	aþ	að
sjálfsögðu	3996	O	lheþsf	sjálfsagður
andmælti	3996	O	sfg3eþ	andmæla
hann	3996	O	fpken	hann
þeim	3996	O	fahfþ	sá
ummælum	3996	O	nhfþ	ummæli
að	3996	O	c	að
safnið	3996	O	nheng	safn
væri	3996	O	svg3eþ	vera
lítt	3996	O	aa	lítt
aðlaðandi	3996	O	lhenof	aðlaðandi
,	3996	O	,	,
fór	3996	O	sfg3eþ	fara
mörgum	3996	O	lhfþsf	margur
orðum	3996	O	nhfþ	orð
um	3996	O	ao	um
hlutverk	3996	O	nheo	hlutverk
fornleifafræðinga	3996	O	nkfe	fornleifafræðingur
og	3996	O	c	og
kvartaði	3996	O	sfg3eþ	kvarta
yfir	3996	O	ao	yfir
skilningsleysi	3996	O	nheo	skilningsleysi
stjórnvalda	3996	O	nhfe	stjórnvald
sem	3996	O	ct	sem
væri	3996	O	svg3eþ	vera
ekki	3996	O	aa	ekki
ýkja	3996	O	aa	ýkja
frábrugðið	3996	O	lhensf	frábrugðinn
því	3996	O	faheþ	sá
sem	3996	O	ct	sem
var	3996	O	sfg3eþ	vera
á	3996	O	aþ	á
dögum	3996	O	nkfþ	dagur
Sigurðar	3996	B-Person	nkee-s	Sigurður
málara	3996	O	nkee	málari
.	3996	O	.	.

Loks	3997	O	aa	loks
skoraði	3997	O	sfg3eþ	skora
hann	3997	O	fpken	hann
á	3997	O	ao	á
mig	3997	O	fp1eo	ég
að	3997	O	cn	að
koma	3997	O	sng	koma
með	3997	O	ao	með
dæmi	3997	O	nheo	dæmi
um	3997	O	ao	um
skemmdir	3997	O	nvfo	skemmd
sem	3997	O	ct	sem
safngripir	3997	O	nkfn	safngripur
hefðu	3997	O	svg3fþ	hafa
orðið	3997	O	ssg	verða
fyrir	3997	O	aa	fyrir
.	3997	O	.	.

Áður	3998	O	aa	áður
en	3998	O	c	en
ég	3998	O	fp1en	ég
samdi	3998	O	sfg1eþ	semja
síðustu	3998	O	lveove	síðari
kjallaragrein	3998	O	nveo	kjallaragrein
tók	3998	O	sfg1eþ	taka
ég	3998	O	fp1en	ég
með	3998	O	aþ	með
mér	3998	O	fp1eþ	ég
ljósmyndara	3998	O	nkeo	ljósmyndari
frá	3998	O	aþ	frá
Dagblaðinu	3998	B-Organization	nheþgs	Dagblað
og	3998	O	c	og
fékk	3998	O	sfg3eþ	fá
hann	3998	O	fpkeo	hann
til	3998	O	ae	til
að	3998	O	cn	að
ljósmynda	3998	O	sng	ljósmynda
þrjú	3998	O	tfhfo	þrír
merkisverk	3998	O	nhfo	merkisverk
sem	3998	O	ct	sem
orðið	3998	O	ssg	verða
höfðu	3998	O	sfg3fþ	hafa
fyrir	3998	O	aþ	fyrir
miklum	3998	O	lvfþsf	mikill
skemmdum	3998	O	nvfþ	skemmd
.	3998	O	.	.

Myndunum	3999	O	nvfþg	mynd
fylgdu	3999	O	sfg3fþ	fylgja
þessi	3999	O	fahfn	þessi
orð	3999	O	nhfn	orð
í	3999	O	ao	í
lok	3999	O	nhfo	lok
heilsíðugreinar	3999	O	nvee	heilsíðugrein
:	3999	O	:	:
Valþjófsstaðahurðin	3999	B-Miscellaneous	nvengs	Valþjófsstaðahurðin
,	3999	O	,	,
ein	3999	O	foven	einn
helsta	3999	O	lvenve	heldri
gersemi	3999	O	nven	gersemi
safnsins	3999	O	nheeg	safn
,	3999	O	,	,
herpist	3999	O	sfm3en	herpa
saman	3999	O	aa	saman
með	3999	O	aþ	með
þeim	3999	O	x	sá
þeim	3999	O	favfþ	sá
afleiðingum	3999	O	nvfþ	afleiðing
að	3999	O	c	að
glufurnar	3999	O	nvfng	glufa
í	3999	O	aþ	í
henni	3999	O	fpveþ	hún
stækka	3999	O	sfg3fn	stækka
.	3999	O	.	.

Séu	4000	O	svg3fn	vera
bornar	4000	O	sþgvfn	bera
saman	4000	O	aa	saman
myndir	4000	O	nvfn	mynd
af	4000	O	aþ	af
hurðinni	4000	O	nveþg	hurð
í	4000	O	ao	í
Hundrað	4000	B-Miscellaneous	tfhfn	hundrað
ár	4000	I-Miscellaneous	nhfn	ár
í	4000	I-Miscellaneous	aþ	í
Þjóðminjasafni	4000	I-Miscellaneous	nheþ-s	þjóðminjasafn
(	4000	O	(	(
68	4000	O	ta	68
)	4000	O	)	)
og	4000	O	c	og
Íslenzk	4000	B-Miscellaneous	lvensf	íslenskur
list	4000	I-Miscellaneous	nven	list
frá	4000	I-Miscellaneous	aþ	frá
fyrri	4000	I-Miscellaneous	lvfþvm	fyrri
öldum	4000	I-Miscellaneous	nvfþ	öld
(	4000	O	(	(
13	4000	O	ta	13
)	4000	O	)	)
annarsvegar	4000	O	aa	annarsvegar
og	4000	O	c	og
meðfylgjandi	4000	O	lvenof	meðfylgjandi
mynd	4000	O	nven	mynd
hinsvegar	4000	O	aa	hinsvegar
,	4000	O	,	,
kemur	4000	O	sfg3en	koma
í	4000	O	ao	í
ljós	4000	O	nheo	ljós
hvað	4000	O	fshen	hver
er	4000	O	sfg3en	vera
að	4000	O	cn	að
gerast	4000	O	snm	gera
.	4000	O	.	.

Hvort	4001	O	c	hvort
þessum	4001	O	fakeþ	þessi
dýrgrip	4001	O	nkeþ	dýrgripur
sé	4001	O	svg3en	vera
fórnandi	4001	O	slg	fórna
fyrir	4001	O	ao	fyrir
spjót	4001	O	nhfo	spjót
og	4001	O	c	og
aðra	4001	O	fokfo	annar
málmgripi	4001	O	nkfo	málmgripur
í	4001	O	aþ	í
sama	4001	O	fbkeþ	sami
sal	4001	O	nkeþ	salur
,	4001	O	,	,
er	4001	O	sfg3en	vera
spurning	4001	O	nven	spurning
sem	4001	O	ct	sem
ég	4001	O	fp1en	ég
tel	4001	O	sfg1en	telja
óþarft	4001	O	lheosf	óþarfur
að	4001	O	cn	að
svara	4001	O	sng	svara
.	4001	O	.	.

-	4002	O	-	-
Í	4002	O	aþ	í
þeim	4002	O	fakeþ	sá
sal	4002	O	nkeþ	salur
safnsins	4002	O	nheeg	safn
,	4002	O	,	,
þar	4002	O	aa	þar
sem	4002	O	c	sem
kantarakápa	4002	O	nven	kantarakápa
Jóns	4002	B-Person	nkee-s	Jón
Arasonar	4002	I-Person	nkee-s	Arason
er	4002	O	sfg3en	vera
til	4002	O	ae	til
sýnis	4002	O	nhee	sýni
,	4002	O	,	,
hanga	4002	O	sfg3fn	hanga
á	4002	O	aþ	á
útvegg	4002	O	nkeþ	útveggur
fyrirbrík	4002	O	nven	fyrirbrík
af	4002	O	aþ	af
altari	4002	O	nheþ	altari
og	4002	O	c	og
yfirbrík	4002	O	nven	yfirbrík
úr	4002	O	aþ	úr
Grundarkirkju	4002	B-Organization	nveþ-s	Grundarkirkja
,	4002	O	,	,
merktar	4002	O	lvfnsf	merktur
Eiríki	4002	B-Person	nkeþ-s	Eiríkur
Loftssyni	4002	I-Person	nkeþ-s	Loftsson
.	4002	O	.	.

Hér	4003	O	aa	hér
er	4003	O	sfg3en	vera
um	4003	O	ao	um
að	4003	O	cn	að
ræða	4003	O	sng	ræða
málaðar	4003	O	lvfosf	málaður
gifsmyndir	4003	O	nvfo	gifsmynd
á	4003	O	aþ	á
trégrunni	4003	O	nkeþ	trégrunnur
og	4003	O	c	og
hafa	4003	O	sfg3fn	hafa
þær	4003	O	fpvfn	hún
á	4003	O	aþ	á
undanförnum	4003	O	lhfþsf	undanfarinn
árum	4003	O	nhfþ	ár
verið	4003	O	ssg	vera
að	4003	O	cn	að
springa	4003	O	sng	springa
og	4003	O	c	og
flagna	4003	O	sng	flagna
,	4003	O	,	,
en	4003	O	c	en
trégrunnurinn	4003	O	nkeng	trégrunnur
hefur	4003	O	sfg3en	hafa
undist	4003	O	ssm	vinda
og	4003	O	c	og
orpist	4003	O	ssm	orpa
.	4003	O	.	.

Ekkert	4004	O	fohen	enginn
hefur	4004	O	sfg3en	hafa
verið	4004	O	ssg	vera
gert	4004	O	sþghen	gera
til	4004	O	ae	til
að	4004	O	cn	að
bjarga	4004	O	sng	bjarga
þessum	4004	O	favfþ	þessi
myndum	4004	O	nvfþ	mynd
,	4004	O	,	,
en	4004	O	c	en
flögurnar	4004	O	nvfng	flaga
eru	4004	O	sfg3fn	vera
samviskusamlega	4004	O	aa	samviskusamlega
fjarlægðar	4004	O	sþgvfn	fjarlægja
þegar	4004	O	c	þegar
þær	4004	O	fpvfn	hún
hrynja	4004	O	sfg3fn	hrynja
á	4004	O	ao	á
gólfið	4004	O	nheog	gólf
.	4004	O	.	.

Enginn	4005	O	foken	enginn
píanó-	4005	O	nken	píanóeigandi
eða	4005	O	c	eða
orgeleigandi	4005	O	nken	orgeleigandi
mundi	4005	O	svg3eþ	munu
stilla	4005	O	sng	stilla
hljóðfæri	4005	O	nheþ	hljóðfæri
sínu	4005	O	feheþ	sinn
uppvið	4005	O	ao	uppvið
útvegg	4005	O	nkeo	útveggur
og	4005	O	c	og
enginn	4005	O	foken	enginn
menntaður	4005	O	lkensf	menntaður
safnmaður	4005	O	nken	safnmaður
mundi	4005	O	svg3eþ	munu
hengja	4005	O	sng	hengja
mynd	4005	O	nveo	mynd
af	4005	O	aþ	af
þessu	4005	O	faheþ	þessi
tagi	4005	O	nheþ	tag
á	4005	O	ao	á
útvegg	4005	O	nkeo	útveggur
.	4005	O	.	.

-	4006	O	-	-
Í	4006	O	aþ	í
anddyri	4006	O	nheþ	anddyri
Þjóðminjasafnsins	4006	B-Organization	nheegs	Þjóðminjasafn
hanga	4006	O	sfg3fn	hanga
á	4006	O	aþ	á
útvegg	4006	O	nkeþ	útveggur
gegnt	4006	O	aþ	gegnt
útidyrum	4006	O	nvfþ	útidyr
fjögur	4006	O	tfhfn	fjórir
málverk	4006	O	nhfn	málverk
.	4006	O	.	.

Eitt	4007	O	tfhen	einn
þeirra	4007	O	fphfe	það
er	4007	O	sfg3en	vera
af	4007	O	aþ	af
